order_id,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,product_id,product_type,product_name,size,colour,price,quantity_x,description,sales_id,price_per_unit,quantity_y,total_price
66,631,42774,2021-08-14,2021-08-22,8.0,fulan 631,Female,49.0,80 Chelsea KnollApt. 014,7749.0,Davidfurt,Northern Territory,Australia,Active,672.0,Jacket,Parka,M,orange,119.0,51.0,"A orange coloured, M sized, Parka Jacket",293.0,113.0,2.0,226.0
66,631,42774,2021-08-14,2021-08-22,8.0,fulan 631,Female,49.0,80 Chelsea KnollApt. 014,7749.0,Davidfurt,Northern Territory,Australia,Active,163.0,Shirt,Linen,L,blue,116.0,70.0,"A blue coloured, L sized, Linen Shirt",294.0,91.0,3.0,273.0
66,631,42774,2021-08-14,2021-08-22,8.0,fulan 631,Female,49.0,80 Chelsea KnollApt. 014,7749.0,Davidfurt,Northern Territory,Australia,Active,942.0,Trousers,Drawstring,M,violet,104.0,73.0,"A violet coloured, M sized, Drawstring Trousers",295.0,96.0,1.0,96.0
67,504,52694,2021-05-22,2021-06-17,26.0,fulan 504,Prefer not to say,56.0,9100 Kovacek GroveSuite 577,2384.0,Emilymouth,Northern Territory,Australia,Active,1038.0,Trousers,Relaxed Leg,L,blue,95.0,61.0,"A blue coloured, L sized, Relaxed Leg Trousers",296.0,90.0,2.0,180.0
67,504,52694,2021-05-22,2021-06-17,26.0,fulan 504,Prefer not to say,56.0,9100 Kovacek GroveSuite 577,2384.0,Emilymouth,Northern Territory,Australia,Active,798.0,Jacket,Pullover,l,indigo,114.0,50.0,"A indigo coloured, L sized, Pullover Jacket",297.0,91.0,2.0,182.0
67,504,52694,2021-05-22,2021-06-17,26.0,fulan 504,Prefer not to say,56.0,9100 Kovacek GroveSuite 577,2384.0,Emilymouth,Northern Territory,Australia,Active,453.0,Jacket,Denim,L,violet,92.0,50.0,"A violet coloured, L sized, Denim Jacket",298.0,107.0,2.0,214.0
68,180,20552,2021-02-12,2021-02-18,6.0,fulan 180,Prefer not to say,21.0,58 Jett RoadApt. 448,932.0,Chasemouth,Western Australia,Australia,Active,64.0,Shirt,Dress,XL,indigo,119.0,75.0,"A indigo coloured, XL sized, Dress Shirt",299.0,104.0,1.0,104.0
68,180,20552,2021-02-12,2021-02-18,6.0,fulan 180,Prefer not to say,21.0,58 Jett RoadApt. 448,932.0,Chasemouth,Western Australia,Australia,Active,436.0,Jacket,Denim,S,green,92.0,49.0,"A green coloured, S sized, Denim Jacket",300.0,107.0,2.0,214.0
68,180,20552,2021-02-12,2021-02-18,6.0,fulan 180,Prefer not to say,21.0,58 Jett RoadApt. 448,932.0,Chasemouth,Western Australia,Australia,Active,1029.0,Trousers,Relaxed Leg,XL,yellow,95.0,54.0,"A yellow coloured, XL sized, Relaxed Leg Trousers",301.0,90.0,1.0,90.0
68,180,20552,2021-02-12,2021-02-18,6.0,fulan 180,Prefer not to say,21.0,58 Jett RoadApt. 448,932.0,Chasemouth,Western Australia,Australia,Active,78.0,Shirt,Flannel,L,orange,96.0,59.0,"A orange coloured, L sized, Flannel Shirt",302.0,118.0,1.0,118.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,103.0,Shirt,Flannel,L,violet,96.0,76.0,"A violet coloured, L sized, Flannel Shirt",303.0,118.0,1.0,118.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,175.0,Shirt,Camp Collared,XS,red,112.0,77.0,"A red coloured, XS sized, Camp Collared Shirt",304.0,98.0,3.0,294.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,1059.0,Trousers,Joggers,XL,orange,94.0,44.0,"A orange coloured, XL sized, Joggers Trousers",305.0,93.0,1.0,93.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,1210.0,Trousers,Pleated,XS,blue,90.0,62.0,"A blue coloured, XS sized, Pleated Trousers",306.0,105.0,2.0,210.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,817.0,Jacket,Shearling,M,yellow,95.0,60.0,"A yellow coloured, M sized, Shearling Jacket",307.0,117.0,2.0,234.0
69,96,40619,2021-03-08,2021-03-28,20.0,fulan 96,Prefer not to say,41.0,461 Nader LaneApt. 460,2012.0,Hudsontown,New South Wales,Australia,Active,616.0,Jacket,Cardigan,S,blue,118.0,53.0,"A blue coloured, S sized, Cardigan Jacket",308.0,112.0,3.0,336.0
70,802,11279,2021-05-15,2021-05-26,11.0,fulan 802,Female,72.0,26 Martin RoadSuite 393,749.0,Imogenmouth,Northern Territory,Australia,Active,593.0,Jacket,Bomber,L,violet,90.0,68.0,"A violet coloured, L sized, Bomber Jacket",309.0,100.0,1.0,100.0
71,795,20283,2021-02-14,2021-02-16,2.0,fulan 795,Prefer not to say,49.0,487 Summer MewsApt. 874,1712.0,East Hayden,Australian Capital Territory,Australia,Active,1100.0,Trousers,Cropped,XS,green,99.0,48.0,"A green coloured, XS sized, Cropped Trousers",310.0,115.0,1.0,115.0
71,795,20283,2021-02-14,2021-02-16,2.0,fulan 795,Prefer not to say,49.0,487 Summer MewsApt. 874,1712.0,East Hayden,Australian Capital Territory,Australia,Active,230.0,Shirt,Chambray,XS,blue,105.0,76.0,"A blue coloured, XS sized, Chambray Shirt",311.0,106.0,2.0,212.0
72,610,40072,2021-03-13,2021-03-16,3.0,fulan 610,Prefer not to say,31.0,0986 Mccullough MewsSuite 467,320.0,New Jayden,Tasmania,Australia,Active,1028.0,Trousers,Relaxed Leg,L,yellow,95.0,65.0,"A yellow coloured, L sized, Relaxed Leg Trousers",312.0,90.0,2.0,180.0
72,610,40072,2021-03-13,2021-03-16,3.0,fulan 610,Prefer not to say,31.0,0986 Mccullough MewsSuite 467,320.0,New Jayden,Tasmania,Australia,Active,548.0,Jacket,Leather,L,blue,113.0,62.0,"A blue coloured, L sized, Leather Jacket",313.0,98.0,2.0,196.0
72,610,40072,2021-03-13,2021-03-16,3.0,fulan 610,Prefer not to say,31.0,0986 Mccullough MewsSuite 467,320.0,New Jayden,Tasmania,Australia,Active,71.0,Shirt,Flannel,S,red,96.0,59.0,"A red coloured, S sized, Flannel Shirt",314.0,118.0,2.0,236.0
72,610,40072,2021-03-13,2021-03-16,3.0,fulan 610,Prefer not to say,31.0,0986 Mccullough MewsSuite 467,320.0,New Jayden,Tasmania,Australia,Active,596.0,Jacket,Cardigan,S,red,118.0,47.0,"A red coloured, S sized, Cardigan Jacket",315.0,112.0,2.0,224.0
73,965,16715,2021-07-24,2021-08-19,26.0,fulan 965,Prefer not to say,75.0,4627 Paige KnollApt. 635,5542.0,New Callumtown,Western Australia,Australia,Active,467.0,Jacket,Puffer,M,yellow,110.0,44.0,"A yellow coloured, M sized, Puffer Jacket",316.0,118.0,3.0,354.0
73,965,16715,2021-07-24,2021-08-19,26.0,fulan 965,Prefer not to say,75.0,4627 Paige KnollApt. 635,5542.0,New Callumtown,Western Australia,Australia,Active,1135.0,Trousers,Cargo Pants,XS,green,106.0,63.0,"A green coloured, XS sized, Cargo Pants Trousers",317.0,102.0,1.0,102.0
73,965,16715,2021-07-24,2021-08-19,26.0,fulan 965,Prefer not to say,75.0,4627 Paige KnollApt. 635,5542.0,New Callumtown,Western Australia,Australia,Active,1014.0,Trousers,Wool,XL,violet,111.0,40.0,"A violet coloured, XL sized, Wool Trousers",318.0,106.0,1.0,106.0
73,965,16715,2021-07-24,2021-08-19,26.0,fulan 965,Prefer not to say,75.0,4627 Paige KnollApt. 635,5542.0,New Callumtown,Western Australia,Australia,Active,1188.0,Trousers,High-Waisted,L,violet,98.0,68.0,"A violet coloured, L sized, High-Waisted Trousers",319.0,99.0,3.0,297.0
73,965,16715,2021-07-24,2021-08-19,26.0,fulan 965,Prefer not to say,75.0,4627 Paige KnollApt. 635,5542.0,New Callumtown,Western Australia,Australia,Active,70.0,Shirt,Flannel,XS,red,96.0,42.0,"A red coloured, XS sized, Flannel Shirt",320.0,118.0,2.0,236.0
74,391,39655,2021-02-23,2021-02-27,4.0,fulan 391,Male,75.0,4592 Isabella BoulevardApt. 793,7524.0,North Sophieland,Australian Capital Territory,Australia,Active,507.0,Jacket,Windbreaker,M,green,109.0,63.0,"A green coloured, M sized, Windbreaker Jacket",321.0,102.0,2.0,204.0
74,391,39655,2021-02-23,2021-02-27,4.0,fulan 391,Male,75.0,4592 Isabella BoulevardApt. 793,7524.0,North Sophieland,Australian Capital Territory,Australia,Active,311.0,Shirt,Cuban Collar,S,violet,93.0,43.0,"A violet coloured, S sized, Cuban Collar Shirt",322.0,105.0,2.0,210.0
74,391,39655,2021-02-23,2021-02-27,4.0,fulan 391,Male,75.0,4592 Isabella BoulevardApt. 793,7524.0,North Sophieland,Australian Capital Territory,Australia,Active,85.0,Shirt,Flannel,XS,green,96.0,55.0,"A green coloured, XS sized, Flannel Shirt",323.0,118.0,2.0,236.0
75,68,16667,2021-08-24,2021-09-15,22.0,fulan 68,Female,23.0,373 Little JunctionApt. 299,6751.0,West Justin,Western Australia,Australia,Active,571.0,Jacket,Bomber,S,yellow,90.0,64.0,"A yellow coloured, S sized, Bomber Jacket",324.0,100.0,2.0,200.0
75,68,16667,2021-08-24,2021-09-15,22.0,fulan 68,Female,23.0,373 Little JunctionApt. 299,6751.0,West Justin,Western Australia,Australia,Active,395.0,Shirt,Casual Slim Fit,XS,yellow,113.0,63.0,"A yellow coloured, XS sized, Casual Slim Fit Shirt",325.0,119.0,3.0,357.0
75,68,16667,2021-08-24,2021-09-15,22.0,fulan 68,Female,23.0,373 Little JunctionApt. 299,6751.0,West Justin,Western Australia,Australia,Active,604.0,Jacket,Cardigan,XL,orange,118.0,75.0,"A orange coloured, XL sized, Cardigan Jacket",326.0,112.0,3.0,336.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,452.0,Jacket,Denim,M,violet,92.0,43.0,"A violet coloured, M sized, Denim Jacket",327.0,107.0,1.0,107.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,1083.0,Trousers,Joggers,L,violet,94.0,60.0,"A violet coloured, L sized, Joggers Trousers",328.0,93.0,2.0,186.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,214.0,Shirt,Chambray,XL,red,105.0,42.0,"A red coloured, XL sized, Chambray Shirt",329.0,106.0,1.0,106.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,1158.0,Trousers,High-Waisted,L,red,98.0,52.0,"A red coloured, L sized, High-Waisted Trousers",330.0,99.0,1.0,99.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,1132.0,Trousers,Cargo Pants,M,yellow,106.0,72.0,"A yellow coloured, M sized, Cargo Pants Trousers",331.0,102.0,1.0,102.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,1067.0,Trousers,Joggers,M,green,94.0,54.0,"A green coloured, M sized, Joggers Trousers",332.0,93.0,3.0,279.0
76,470,22762,2021-06-18,2021-06-26,8.0,fulan 470,Prefer not to say,45.0,2115 Henry GroveSuite 788,3138.0,Edwardtown,Western Australia,Australia,Active,842.0,Trousers,Chinos,M,red,100.0,54.0,"A red coloured, M sized, Chinos Trousers",333.0,113.0,2.0,226.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,81.0,Shirt,Flannel,S,yellow,96.0,42.0,"A yellow coloured, S sized, Flannel Shirt",334.0,118.0,3.0,354.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,672.0,Jacket,Parka,M,orange,119.0,51.0,"A orange coloured, M sized, Parka Jacket",335.0,113.0,1.0,113.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,390.0,Shirt,Casual Slim Fit,XS,orange,113.0,43.0,"A orange coloured, XS sized, Casual Slim Fit Shirt",336.0,119.0,3.0,357.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,614.0,Jacket,Cardigan,XL,green,118.0,64.0,"A green coloured, XL sized, Cardigan Jacket",337.0,112.0,1.0,112.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,535.0,Jacket,Leather,XS,yellow,113.0,73.0,"A yellow coloured, XS sized, Leather Jacket",338.0,98.0,3.0,294.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,1165.0,Trousers,High-Waisted,XS,yellow,98.0,64.0,"A yellow coloured, XS sized, High-Waisted Trousers",339.0,99.0,2.0,198.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,364.0,Shirt,Henley,XL,yellow,92.0,55.0,"A yellow coloured, XL sized, Henley Shirt",340.0,94.0,1.0,94.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,1221.0,Trousers,Pleated,S,violet,90.0,50.0,"A violet coloured, S sized, Pleated Trousers",341.0,105.0,1.0,105.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,878.0,Trousers,Cords,L,red,113.0,53.0,"A red coloured, L sized, Cords Trousers",342.0,94.0,3.0,282.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,782.0,Jacket,Pullover,M,yellow,114.0,49.0,"A yellow coloured, M sized, Pullover Jacket",343.0,91.0,3.0,273.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,819.0,Jacket,Shearling,XL,yellow,95.0,63.0,"A yellow coloured, XL sized, Shearling Jacket",344.0,117.0,3.0,351.0
77,680,56675,2021-04-19,2021-04-29,10.0,fulan 680,Prefer not to say,78.0,5530 Ashton GroveSuite 128,7905.0,Taylorfurt,New South Wales,Australia,Active,577.0,Jacket,Bomber,M,green,90.0,61.0,"A green coloured, M sized, Bomber Jacket",345.0,100.0,2.0,200.0
78,681,58179,2021-05-13,2021-05-29,16.0,fulan 681,Prefer not to say,79.0,096 Gibson ManorApt. 195,1323.0,West Alyssaton,Victoria,Australia,Active,733.0,Jacket,Trench Coat,L,violet,112.0,76.0,"A violet coloured, L sized, Trench Coat Jacket",346.0,119.0,3.0,357.0
78,681,58179,2021-05-13,2021-05-29,16.0,fulan 681,Prefer not to say,79.0,096 Gibson ManorApt. 195,1323.0,West Alyssaton,Victoria,Australia,Active,1086.0,Trousers,Cropped,S,red,99.0,47.0,"A red coloured, S sized, Cropped Trousers",347.0,115.0,2.0,230.0
78,681,58179,2021-05-13,2021-05-29,16.0,fulan 681,Prefer not to say,79.0,096 Gibson ManorApt. 195,1323.0,West Alyssaton,Victoria,Australia,Active,1001.0,Trousers,Wool,S,blue,111.0,55.0,"A blue coloured, S sized, Wool Trousers",348.0,106.0,2.0,212.0
79,236,54340,2021-03-16,2021-03-25,9.0,fulan 236,Prefer not to say,80.0,64 Phillips RunApt. 722,2752.0,East Sienna,New South Wales,Australia,Active,481.0,Jacket,Puffer,S,indigo,110.0,62.0,"A indigo coloured, S sized, Puffer Jacket",349.0,118.0,2.0,236.0
79,236,54340,2021-03-16,2021-03-25,9.0,fulan 236,Prefer not to say,80.0,64 Phillips RunApt. 722,2752.0,East Sienna,New South Wales,Australia,Active,499.0,Jacket,Windbreaker,XL,orange,109.0,67.0,"A orange coloured, XL sized, Windbreaker Jacket",350.0,102.0,1.0,102.0
79,236,54340,2021-03-16,2021-03-25,9.0,fulan 236,Prefer not to say,80.0,64 Phillips RunApt. 722,2752.0,East Sienna,New South Wales,Australia,Active,1244.0,Trousers,Tracksuit Bottoms,XL,green,91.0,49.0,"A green coloured, XL sized, Tracksuit Bottoms Trousers",351.0,112.0,3.0,336.0
79,236,54340,2021-03-16,2021-03-25,9.0,fulan 236,Prefer not to say,80.0,64 Phillips RunApt. 722,2752.0,East Sienna,New South Wales,Australia,Active,947.0,Trousers,Slim-Fit,M,red,119.0,67.0,"A red coloured, M sized, Slim-Fit Trousers",352.0,97.0,1.0,97.0
80,872,59554,2021-04-26,2021-05-20,24.0,fulan 872,Prefer not to say,74.0,17 Beatty Station StApt. 918,7892.0,West Lukeshire,New South Wales,Australia,Active,21.0,Shirt,Oxford Cloth,S,blue,114.0,51.0,"A blue coloured, S sized, Oxford Cloth Shirt",353.0,96.0,2.0,192.0
80,872,59554,2021-04-26,2021-05-20,24.0,fulan 872,Prefer not to say,74.0,17 Beatty Station StApt. 918,7892.0,West Lukeshire,New South Wales,Australia,Active,978.0,Trousers,Slim-Fit,L,violet,119.0,58.0,"A violet coloured, L sized, Slim-Fit Trousers",354.0,97.0,2.0,194.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,55.0,Shirt,Dress,XS,blue,119.0,41.0,"A blue coloured, XS sized, Dress Shirt",355.0,104.0,3.0,312.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,987.0,Trousers,Wool,M,orange,111.0,75.0,"A orange coloured, M sized, Wool Trousers",356.0,106.0,2.0,212.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,1175.0,Trousers,High-Waisted,XS,blue,98.0,51.0,"A blue coloured, XS sized, High-Waisted Trousers",357.0,99.0,1.0,99.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,142.0,Shirt,Linen,M,red,116.0,78.0,"A red coloured, M sized, Linen Shirt",358.0,91.0,1.0,91.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,143.0,Shirt,Linen,L,red,116.0,80.0,"A red coloured, L sized, Linen Shirt",359.0,91.0,3.0,273.0
81,736,30150,2021-06-13,2021-06-15,2.0,fulan 736,Female,55.0,18 Eve LaneApt. 011,2962.0,Doylebury,Victoria,Australia,Active,626.0,Jacket,Cardigan,S,violet,118.0,49.0,"A violet coloured, S sized, Cardigan Jacket",360.0,112.0,1.0,112.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,599.0,Jacket,Cardigan,XL,red,118.0,54.0,"A red coloured, XL sized, Cardigan Jacket",361.0,112.0,2.0,224.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,528.0,Jacket,Leather,L,red,113.0,76.0,"A red coloured, L sized, Leather Jacket",362.0,98.0,3.0,294.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,757.0,Jacket,Peacoat,M,blue,102.0,71.0,"A blue coloured, M sized, Peacoat Jacket",363.0,109.0,1.0,109.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,1042.0,Trousers,Relaxed Leg,M,indigo,95.0,45.0,"A indigo coloured, M sized, Relaxed Leg Trousers",364.0,90.0,3.0,270.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,676.0,Jacket,Parka,S,yellow,119.0,80.0,"A yellow coloured, S sized, Parka Jacket",365.0,113.0,2.0,226.0
82,927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61.0,868 Eliza CrescentSuite 085,1341.0,Ryanfurt,Victoria,Australia,Active,239.0,Shirt,Chambray,XL,indigo,105.0,61.0,"A indigo coloured, XL sized, Chambray Shirt",366.0,106.0,3.0,318.0
83,537,39729,2021-06-25,2021-07-01,6.0,fulan 537,Prefer not to say,45.0,155 Hayes AvenueApt. 699,7342.0,Krisland,Western Australia,Australia,Active,588.0,Jacket,Bomber,L,indigo,90.0,51.0,"A indigo coloured, L sized, Bomber Jacket",367.0,100.0,1.0,100.0
83,537,39729,2021-06-25,2021-07-01,6.0,fulan 537,Prefer not to say,45.0,155 Hayes AvenueApt. 699,7342.0,Krisland,Western Australia,Australia,Active,88.0,Shirt,Flannel,L,green,96.0,72.0,"A green coloured, L sized, Flannel Shirt",368.0,118.0,1.0,118.0
83,537,39729,2021-06-25,2021-07-01,6.0,fulan 537,Prefer not to say,45.0,155 Hayes AvenueApt. 699,7342.0,Krisland,Western Australia,Australia,Active,260.0,Shirt,Polo,XS,green,117.0,45.0,"A green coloured, XS sized, Polo Shirt",369.0,95.0,2.0,190.0
84,181,43438,2021-08-26,2021-09-20,25.0,fulan 181,Prefer not to say,27.0,35 Fahey CircuitSuite 014,1017.0,Port Joshuaside,Northern Territory,Australia,Active,1074.0,Trousers,Joggers,XL,blue,94.0,52.0,"A blue coloured, XL sized, Joggers Trousers",370.0,93.0,1.0,93.0
84,181,43438,2021-08-26,2021-09-20,25.0,fulan 181,Prefer not to say,27.0,35 Fahey CircuitSuite 014,1017.0,Port Joshuaside,Northern Territory,Australia,Active,371.0,Shirt,Henley,S,blue,92.0,75.0,"A blue coloured, S sized, Henley Shirt",371.0,94.0,3.0,282.0
84,181,43438,2021-08-26,2021-09-20,25.0,fulan 181,Prefer not to say,27.0,35 Fahey CircuitSuite 014,1017.0,Port Joshuaside,Northern Territory,Australia,Active,191.0,Shirt,Camp Collared,S,green,112.0,60.0,"A green coloured, S sized, Camp Collared Shirt",372.0,98.0,2.0,196.0
85,251,43533,2021-03-10,2021-03-22,12.0,fulan 251,Female,78.0,786 Mackenzie StreetApt. 660,8520.0,Wilsonside,Australian Capital Territory,Australia,Active,442.0,Jacket,Denim,M,blue,92.0,61.0,"A blue coloured, M sized, Denim Jacket",373.0,107.0,1.0,107.0
85,251,43533,2021-03-10,2021-03-22,12.0,fulan 251,Female,78.0,786 Mackenzie StreetApt. 660,8520.0,Wilsonside,Australian Capital Territory,Australia,Active,379.0,Shirt,Henley,XL,indigo,92.0,52.0,"A indigo coloured, XL sized, Henley Shirt",374.0,94.0,1.0,94.0
85,251,43533,2021-03-10,2021-03-22,12.0,fulan 251,Female,78.0,786 Mackenzie StreetApt. 660,8520.0,Wilsonside,Australian Capital Territory,Australia,Active,613.0,Jacket,Cardigan,L,green,118.0,63.0,"A green coloured, L sized, Cardigan Jacket",375.0,112.0,3.0,336.0
86,874,27045,2021-08-05,2021-08-11,6.0,fulan 874,Prefer not to say,65.0,20 Hyatt LaneSuite 740,3840.0,South Zacmouth,Western Australia,Australia,Active,572.0,Jacket,Bomber,M,yellow,90.0,71.0,"A yellow coloured, M sized, Bomber Jacket",376.0,100.0,2.0,200.0
87,325,32961,2021-06-20,2021-07-16,26.0,fulan 325,Prefer not to say,68.0,32 Chase JunctionSuite 463,8304.0,West Claudia,South Australia,Australia,Active,98.0,Shirt,Flannel,L,indigo,96.0,62.0,"A indigo coloured, L sized, Flannel Shirt",377.0,118.0,3.0,354.0
87,325,32961,2021-06-20,2021-07-16,26.0,fulan 325,Prefer not to say,68.0,32 Chase JunctionSuite 463,8304.0,West Claudia,South Australia,Australia,Active,276.0,Shirt,Polo,S,violet,117.0,43.0,"A violet coloured, S sized, Polo Shirt",378.0,95.0,1.0,95.0
87,325,32961,2021-06-20,2021-07-16,26.0,fulan 325,Prefer not to say,68.0,32 Chase JunctionSuite 463,8304.0,West Claudia,South Australia,Australia,Active,278.0,Shirt,Polo,L,violet,117.0,76.0,"A violet coloured, L sized, Polo Shirt",379.0,95.0,2.0,190.0
87,325,32961,2021-06-20,2021-07-16,26.0,fulan 325,Prefer not to say,68.0,32 Chase JunctionSuite 463,8304.0,West Claudia,South Australia,Australia,Active,174.0,Shirt,Linen,XL,violet,116.0,73.0,"A violet coloured, XL sized, Linen Shirt",380.0,91.0,2.0,182.0
88,567,10904,2021-07-19,2021-08-15,27.0,fulan 567,Female,39.0,3767 Mackenzie Estate DrApt. 877,7008.0,East Piper,Northern Territory,Australia,Active,126.0,Shirt,Denim,S,blue,115.0,47.0,"A blue coloured, S sized, Denim Shirt",381.0,92.0,1.0,92.0
88,567,10904,2021-07-19,2021-08-15,27.0,fulan 567,Female,39.0,3767 Mackenzie Estate DrApt. 877,7008.0,East Piper,Northern Territory,Australia,Active,862.0,Trousers,Chinos,M,blue,100.0,41.0,"A blue coloured, M sized, Chinos Trousers",382.0,113.0,3.0,339.0
88,567,10904,2021-07-19,2021-08-15,27.0,fulan 567,Female,39.0,3767 Mackenzie Estate DrApt. 877,7008.0,East Piper,Northern Territory,Australia,Active,407.0,Shirt,Casual Slim Fit,M,blue,113.0,61.0,"A blue coloured, M sized, Casual Slim Fit Shirt",383.0,119.0,1.0,119.0
88,567,10904,2021-07-19,2021-08-15,27.0,fulan 567,Female,39.0,3767 Mackenzie Estate DrApt. 877,7008.0,East Piper,Northern Territory,Australia,Active,86.0,Shirt,Flannel,S,green,96.0,57.0,"A green coloured, S sized, Flannel Shirt",384.0,118.0,2.0,236.0
88,567,10904,2021-07-19,2021-08-15,27.0,fulan 567,Female,39.0,3767 Mackenzie Estate DrApt. 877,7008.0,East Piper,Northern Territory,Australia,Active,770.0,Jacket,Pullover,XS,red,114.0,54.0,"A red coloured, XS sized, Pullover Jacket",385.0,91.0,2.0,182.0
